cddaId,cddaCountryCode,cddaRegionCode,siteName,legalFoundationDate,FDsource
555640475,FR,FR,"Ens Carriere, Tourbiere Et Combe De Cerin A Ambleon",2015,https://patrimoines.ain.fr/n/carriere-de-cerin-a-marchamp-tourbiere-de-cerin-et-combe-de-cerin-a-ambleon/n:1118
555640466,FR,FR,Marais De Vaux,,https://patrimoines.ain.fr/n/marais-de-vaux-a-hauteville-lompnes/n:1357#p2630
555640390,FR,FR,Reserve Naturelle Nationale De Chalmessin,1993,https://reserve-chalmessin.org/dates-marquantes
555547118,FR,FR,Reserve Naturelle Regionale Des Etangs De Belval-En-Argonne,2012,https://reserve-etangs-belval-en-argonne.org/sites-naturels/reserve-naturelle-regionale-etangs-belval-en-argonne
555559646,FR,FR,"Pelouse De """"La Charme"""" A Villemoron",,https://reserve-pelouses-villemoron.org/milieux-naturels-6 and https://eunis.eea.europa.eu/sites/555559646
555640540,FR,FR,Tourbiere De La Pierrache,1996,https://stephane-gavoye.fr/2008/12/25/promenade-autour-de-la-tourbiere-de-la-pierrache-bellefontaine-%E2%80%93-vosges/
555640147,FR,FR,Marais Du Brezou,,https://www.agglo-tulle.fr/vie-pratique/tourisme/la-vallee-du-brezou
555640371,FR,FR,Iles De La Vienne,,https://www.amis-chassenon.org/68+les-iles-de-la-vienne.html
555559734,FR,FR,Marais De La Vanne A Villemaur,1991,https://www.aube-champagne.com/en/poi/le-marais-de-la-vanne/ adn https://tourisme-chaource-othe-armance.com/fiche/le-marais-de-la-vanne/
555640410,FR,FR,Marais Du Bourget,,https://www.bourgetenhuile.com/marais-du-bourget-en-huile/ part of des zones humides de la Savoie which started in the 90s: https://www.cen-savoie.org/nature-savoie/espaces-naturels/zones-humides
555640267,FR,FR,Ens Pelouses Et Combes De La Vallee De L'Ouche,1986,https://www.cen-bourgogne.fr/fichiers/pgs__ens_talant_plombie__res-150.pdf
555640342,FR,FR,Clos Molou (Le),1998,https://www.cen-centrevaldeloire.org/component/jnews/mailing/view/listid-2/mailingid-136/listype-1?Itemid=999
555546721,FR,FR,Val D'Herry (Le),1995,https://www.cen-centrevaldeloire.org/un-conservatoire-pour-la-nature/55-espaces-naturels-preserves/cher/146-la-loire-des-iles-commune-de-herry
555547140,FR,FR,Etang Masse (L'),2014,https://www.cen-centrevaldeloire.org/un-conservatoire-pour-la-nature/57-espaces-naturels-preserves/indre/179-letang-masse
555546755,FR,FR,Pelouses De Blere (Les),2005,"https://www.cen-centrevaldeloire.org/un-conservatoire-pour-la-nature/58-espaces-naturels-preserves/indre-et-loire/195-les-pelouses-de-blere-commune-de-blere ... there were two plots, one protected in 2003, a larger in 2005. I went with 2005 bs larger"
555640344,FR,FR,Friches Des Parterres (Les),1997,"https://www.cen-centrevaldeloire.org/un-conservatoire-pour-la-nature/59-espaces-naturels-preserves/loiret/222-friches-des-parterres-ensemble-du-val-de-sully-commune-de-germigny-des-pres The site was acquired between 95 and 99, I picked 97"
555640321,FR,FR,Mares De Sologne,2017,https://www.cen-centrevaldeloire.org/un-conservatoire-pour-la-nature/59-espaces-naturels-preserves/loiret/382-les-mares-et-etangs-de-sologne-canton-de-beaugency
555640290,FR,FR,Pelouses De Bertignolles (Les),2000,https://www.cen-centrevaldeloire.org/un-conservatoire-pour-la-nature/les-espaces-naturels-preserves/58-indre-et-loire/197-les-hauts-de-bertignolles-savigny-en-veron
555640121,FR,FR,Etang De Mai,,"https://www.cen-isere.org/les-autres-sites-en-gestion/etang-de-mai/#toggle-id-1 this website lists many CDDAs, but never provides a date"
555640112,FR,FR,Marais De Cras,,https://www.cen-isere.org/les-autres-sites-en-gestion/marais-de-cras/#toggle-id-3
555640120,FR,FR,Marais De Charvas,1979,https://www.cen-isere.org/wp-content/uploads/2016/01/Marais-Charvas-pg.pdf
555640114,FR,FR,Confluence Bourbre-Catelan,1994,https://www.cen-isere.org/wp-content/uploads/2016/06/BOCA_PG-2010.pdf
555640615,FR,FR,Prairies Du Kohlmatt Et Du Hammelberg,,https://www.cen-lorraine.fr/medias/fichiers/etang_rouge_etang_du_moulin_inswiller.pdf
555546902,FR,FR,Cumenaille,1990,https://www.cen-lorraine.fr/medias/fichiers/site_naturel_de_cumenaille_55.pdf
555640440,FR,FR,Tourbiere De Sagne-Redonde,2001,https://www.cen-rhonealpes.fr/les-territoires/ardeche/tourbiere-de-sagne-redonde/
555640471,FR,FR,Marais De Boistray,1995,https://www.cen-rhonealpes.fr/les-territoires/rhone/marais-de-boistray/
555640532,FR,FR,Boucherance - La Lilette,,https://www.cen-savoie.org/sites/default/files/transferts/publications/documents/FP71-BD.pdf
555640347,FR,FR,"Pelouses Du """"Rebord Du Plateau De Langres """" De Cohons A Chalindrey",1999,https://www.cohons.fr/copie-de-patrimoine
555640054,FR,FR,Val De Loire- Meandre Des Germains,,https://www.documentation.eauetbiodiversite.fr/notice/plan-de-gestion-2013-2017-meandres-des-germains-zone-d-interventions-saint-aubin-sur-loire-et-saint-0
555546713,FR,FR,Sabliere De Cercanceaux (La),2000,"https://www.dordives.com/2015-01-26-08-42-35/tourisme/la-sabliere-de-cercanceaux land went out of use in 1999 and was protected officially in 2002, so I chose 2000. Out of use basically means proteced."
555640543,FR,FR,Etang Rome,2016,https://www.estrepublicain.fr/edition-de-toul/2016/05/30/royaumeix-l-etang-rome-est-desormais-un-bien-collectif .. I used the article date; seems like the announcement. The pond was made by monks
555640355,FR,FR,Blancheres De Viennay,,https://www.europe-en-nouvelle-aquitaine.eu/en/node/9401
555546989,FR,FR,Chaumes De Thorus,,https://www.francebleu.fr/emissions/ca-va-dans-le-bon-sens-frederique-gissot/poitou/chantier-nature-sur-les-chaumes-de-thorus
555546814,FR,FR,La Blanche Cote Et La Cote Sur Le Preye,,https://www.grandest.fr/wp-content/uploads/2019/10/note-synthetique-rnr-pbc-2.pdf
555640156,FR,FR,Tourbiere Du Tronchet,2007,https://www.lamontagne.fr/viam-19170/actualites/la-tourbiere-du-tronchet-a-viam-correze-aux-bons-soins-du-conservatoire-d-espaces-naturels_13920710/
555640318,FR,FR,Prairies Humides De L'Ouanne,2017,https://www.larep.fr/chateau-renard-45220/actualites/les-prairies-humides-de-louanne-seront-protegees_12350018/ ... an article with some of the political actors who preserved the site
555640628,FR,FR,Sud Du Lac Du Bourget,,https://www.lebourgetdulac.fr/lespace-naturel-protege-du-sud-du-lac-du-bourget/
555546629,FR,FR,Foret De Montmain,2003,https://www.leprogres.fr/magazine-tourisme-et-patrimoine/2021/02/10/foret-de-montmain-une-foret-multifacettes
555639938,FR,FR,Marais De Chicheboville,1997,https://www.mairie-moult.fr/?page_id=3895
555640244,FR,FR,Le Marais Des Communes,2004,https://www.oieau.org/eaudoc/system/files/documents/44/222590/222590_doc.pdf
555640354,FR,FR,Etang De Beaurepaire,2012,https://www.ouest-france.fr/nouvelle-aquitaine/genneton-79150/deux-sevres-l-etang-de-beaurepaire-refuge-ecologique-n-est-plus-qu-une-vaste-friche-4bc4c1da-ded8-11ea-8e6c-b0edabb4c134
555546663,FR,FR,Marais De Lavours,1984,https://www.reserve-lavours.com/decouvrir-le-marais/historique-et-fonctionnement
555640583,FR,FR,Reserve Naturelle Rnr Du Bois D'Encade,2001,https://www.reserves-naturelles.org/bois-d-encade
555546653,FR,FR,Bois Du Parc (Est),1979,https://www.reserves-naturelles.org/bois-du-parc
555640276,FR,FR,Rnn Du Bois Du Parc,1979,https://www.reserves-naturelles.org/bois-du-parc
555640102,FR,FR,Rnn Du Bout Du Lac D'Annecy,1977,https://www.reserves-naturelles.org/bout-du-lac-d-annecy
555640106,FR,FR,Rnn De Carlaveyron,1991,https://www.reserves-naturelles.org/carlaveyron
555640328,FR,FR,Chaumes Du Verniller (Les),2014,https://www.reserves-naturelles.org/chaumes-du-verniller
555640000,FR,FR,Reserve Naturelle Regionale Du Bastberg,1989,https://www.reserves-naturelles.org/colline-du-bastberg
555639959,FR,FR,Reserve Naturelle Regionale Des Collines De Rouffach (Bollenberg),2013,https://www.reserves-naturelles.org/collines-de-rouffach
555640065,FR,FR,Reserve Naturelle Regionale Des Collines De Rouffach (Luetzelthal),2013,https://www.reserves-naturelles.org/collines-de-rouffach
555547058,FR,FR,Reserve Naturelle Regionale Des Coteau Et Plateau De Tesse,2009,https://www.reserves-naturelles.org/coteau-et-plateau-de-tesse
555640237,FR,FR,Reserve Naturelle Regionale Du Coteau Et Des Prairies Des Caforts,2009,https://www.reserves-naturelles.org/coteau-et-prairies-des-caforts
555640298,FR,FR,Rnr - Les Coteaux Du Chemin Des Dames,2015,https://www.reserves-naturelles.org/coteaux-du-chemin-des-dames
555546892,FR,FR,Reserve Naturelle - Cote De Delme,2007,https://www.reserves-naturelles.org/cote-de-delme
555640603,FR,FR,Reserve Naturelle - Etang D'Amel,2006,https://www.reserves-naturelles.org/etang-d-amel
555547110,FR,FR,Reserve Naturelle Regionale Etang De Ramerupt,2010,https://www.reserves-naturelles.org/etang-de-ramerupt
555640118,FR,FR,Reserve Naturelle Nationale De L'Etang Du Grand-Lemps,1993,https://www.reserves-naturelles.org/etang-du-grand-lemps
555639989,FR,FR,Reserve Naturelle Regionale De La Foret Des Volcans,2008,https://www.reserves-naturelles.org/foret-des-volcans-de-wegscheid
555546932,FR,FR,Reserve Naturelle Rnr De La Forteresse De Mimoyecques,2012,https://www.reserves-naturelles.org/forteresse-de-mimoyecques
555640133,FR,FR,Rnr Gorges Du Gardon,2007,https://www.reserves-naturelles.org/gorges-du-gardon
555640585,FR,FR,"Reserve Naturelle Rnn Grotte - Pelouses D'Acquin-Westbecourt Et De Wavrans-Sur-L'Aa, Coteaux D'Elnes",2008,https://www.reserves-naturelles.org/grotte-et-pelouses-d-acquin-westbecourt-et-coteaux-de-wavrans-sur-l-aa
555546577,FR,FR,Reserve Naturelle Regionale Du Rothenbach,2008,https://www.reserves-naturelles.org/hautes-chaumes-du-rothenbach
555640254,FR,FR,Rnn De La Truchere-Ratenelle,1980,https://www.reserves-naturelles.org/la-truchere-ratenelle
555639967,FR,FR,Reserve Naturelle Regionale Du Eiblen,1992,https://www.reserves-naturelles.org/l-eiblen-et-l-illfeld
555640261,FR,FR,Rnr Loire Bourguignonne,2015,https://www.reserves-naturelles.org/loire-bourguignonne
555640584,FR,FR,"Reserve Naturelle Rnr Des Marais De Cambrin, Annequin, Cuinchy Et Festubert",2009,https://www.reserves-naturelles.org/marais-de-cambrin-annequin-cuinchy-et-festubert
555640607,FR,FR,Reserve Naturelle De Montenach,1994,https://www.reserves-naturelles.org/montenach
555640228,FR,FR,Reserve Naturelle Rnr Des Monts De Baives Et Parcelles Acquises,1996,https://www.reserves-naturelles.org/monts-de-baives
555546853,FR,FR,Reserve Naturelle - Moselle Sauvage,2006,https://www.reserves-naturelles.org/moselle-sauvage
555559713,FR,FR,"Reserve Naturelle Regionale De La Pelouse De La """"Cote De L'Etang""""",2010,https://www.reserves-naturelles.org/pelouse-de-la-cote-de-l-etang
555640431,FR,FR,Reserve Naturelle Regionale De La Poitevine Regarde-Venir,2009,https://www.reserves-naturelles.org/poitevine-regarde-venir
555546931,FR,FR,Reserve Naturelle Rnr De Pont D'Ardres,2012,https://www.reserves-naturelles.org/pont-d-ardres
555546926,FR,FR,Reserve Naturelle Rnr Des Prairies Du Schoubrouck,2012,https://www.reserves-naturelles.org/prairies-du-schoubrouck
555546927,FR,FR,Reserve Naturelle Rnr Des Prairies Du Val De Sambre,2012,https://www.reserves-naturelles.org/prairies-du-val-de-sambre
555640240,FR,FR,Reserve Naturelle Regionale Des Prairies Et Roseliere Des Dureaux,2001,https://www.reserves-naturelles.org/prairies-et-roseliere-des-dureaux
555640534,FR,FR,Reserve Naturelle Rnr Des Pres Du Moulin Madame,2015,https://www.reserves-naturelles.org/pres-du-moulin-madame
555640535,FR,FR,Reserve Naturelle Rnr Des Riez De Noeux-Les-Auxi,1999,https://www.reserves-naturelles.org/riez-de-noeux-les-auxi
555640042,FR,FR,Rocher De La Jacquette,1976,https://www.reserves-naturelles.org/rocher-de-la-jaquette
555546579,FR,FR,Reserve Naturelle Regionale Des Marais Et Landes Du Rothmoos,1988,https://www.reserves-naturelles.org/rothmoos
555547081,FR,FR,Reserve Naturelle Regionale De Tourbiere De La Grande Pile,2016,https://www.reserves-naturelles.org/tourbiere-de-la-grande-pile
555546845,FR,FR,Reserve Naturelle - Tourbiere Des Charmes,2008,https://www.reserves-naturelles.org/tourbiere-des-charmes
555640170,FR,FR,Reserve Naturelle Nationale De La Tourbiere Des Dauges,1998,https://www.reserves-naturelles.org/tourbiere-des-dauges
555640271,FR,FR,Rnn Du Val De Loire,1995,https://www.reserves-naturelles.org/val-de-loire
555546944,FR,FR,Vallee De La Renaudie,1998,https://www.reserves-naturelles.org/vallee-de-la-renaudie
555546894,FR,FR,Reserve Naturelle - Zone Humide Du Moulin De Velving-Teterchen,2009,https://www.reserves-naturelles.org/zone-humide-du-moulin-de-velving-et-teterchen
555640529,FR,FR,Marais De Chevelu,1990,https://www.savoie-mont-blanc.com/offre/fiche/lacs-et-marais-de-saint-jean-de-chevelu/5216067
555546996,FR,FR,Bocage De Chaunay,2012,https://www.slideshare.net/LISEA_LGVSEA/suivi-bocage-de-chaunay-86-2017-pcn
555559736,FR,FR,Martre De Bel Air,1998,https://www.societe.com/societe/gfa-de-martre-de-bel-air-419424221.html
555547049,FR,FR,Le Marais De La Chaussee,2003,https://www.societe.com/societe/le-marais-de-la-chaussee-448059196.html
555640303,FR,FR,La Vallee D'Acon,1994,https://www.somme.fr/wp-content/uploads/Services/Sports-et-loisirs/Sports-et-loisirs-de-nature/Randonn%C3%A9es/D%C3%A9couverte-des-sites-naturels/06-fiche_vallee_dacon.pdf
555640302,FR,FR,Le Marais De Genonville,1991,https://www.somme-tourisme.com/le-marais-de-genonville/moreuil/pnapic080v50uo2j
555640184,FR,FR,Landes De Marcy,,https://www.tandfonline.com/doi/pdf/10.1080/12538078.2008.10516097
555640288,FR,FR,Meandre De Guilly (Le),1996,https://www.tourismeloiret.com/fr/diffusio/nature/le-meandre-de-guilly-guilly_TFOPCUCENCEN9990064
555639944,FR,FR,Tourbiere Du Vernay,2015,https://www.web-croqueur.fr/tourbiere-du-vernay-un-remarquable-patrimoine-naturel/
555640289,FR,FR,Plaine De Villaine (La),1998,https://www.yumpu.com/fr/document/read/16808508/plaine-de-villaine-le-conservatoire-despaces-naturels-de-la-
555546765,FR,FR,Couffy,2002,"I believe this is actually called Vallée du Cher et coteaux, forêt de Grosbois: https://commons.wikimedia.org/wiki/File:41063-Couffy-Natura2000-SIC.png date from: https://eunis.eea.europa.eu/sites/FR2400561"
555559743,FR,FR,Prairies Et Etang Du Bischwald,2002,it looks like a large protected area is missing https://inpn.mnhn.fr/site/natura2000/FR4112000
555640356,FR,FR,Vallees De La Belle Et De La Somptueuse,2004,kinda questionable: https://www.lanouvellerepublique.fr/deux-sevres/commune/melle/une-somptueuse-source-de-vie
555640372,FR,FR,Vallon De Fontperron,,maybe 2012 http://www.cren-poitou-charentes.org/acquisition-au-vallon-de-fontperron
555546991,FR,FR,Marais Des Ragouillis,,maybe 2016? http://www.cren-poitou-charentes.org/travaux-marais-des-ragouillis-vienne
555547004,FR,FR,Les Prairies De Manicamp / Bichancourt,,maybe 2019? https://www.aisnenouvelle.fr/id723/article/2019-03-31/manicamp-et-ses-prairies-une-faune-riche-et-variee
555546602,FR,FR,Foret Subnaturelle Du Petit Bargy,,mentioned here: https://reseau-cen.org/sites/default/files/fichiers/asters-ra_2014-v5.pdf
555640248,FR,FR,Le Marais De Reilly,,might be able to contact for date here: https://www.reilly-en-vexin.fr/le-marais-de-reilly-boubiers/ and cen website link for site: https://cen-hautsdefrance.org/le-marais-de-reilly
555640400,FR,FR,Marais De Taugon,1995,Part of a site network? https://www.polenature-maraispoitevin.fr/quest-ce-quun-site-echappees-nature/
555546778,FR,FR,Bois Sur Pente Du Ravin,2002,"part of site acquired in 1999, other part in 2005. chose middle year. http://www.conservatoirelimousin.com/la-liste-des-sites/site/14-bois-sur-pente-du-ravin.html"
555640544,FR,FR,Ancien Etang De Girondel,,paywall: https://www.estrepublicain.fr/edition-de-bar-le-duc/2017/12/01/l-ancien-etang-de-girondel-regulateur-de-secheresse not sure if has the date
555640373,FR,FR,Vallee De La Vienne Et Du Clain,2019,probably 2019? http://www.cren-poitou-charentes.org/acquisition-a-la-vallee-de-la-vienne-et-du-clain-vienne-2019 
555640563,FR,FR,Feignes Sous Vologne,,same place:? https://fr.wikipedia.org/wiki/Col_des_Feignes_sous_Vologne
555640439,FR,FR,Milieux Alluviaux De La Platiere,2002,The nearby larger CDDA is founded 1986... this source is exact name: https://eunis.eea.europa.eu/sites/FR8201749
555546574,FR,FR,Hasenkopf,,
555547113,FR,FR,Carrieres Souterraines De Frolles,,
555546525,FR,FR,Quirrenbach,,
555546469,FR,FR,Goetlenfeldel,,
555640348,FR,FR,"Pelouse De """"Sarrigny"""" A Dommarien",,
555640234,FR,FR,Station A Tulipe Sauvage Des Mortiers,,
555546645,FR,FR,"Les Moraines, Les Gatines",,
555546592,FR,FR,La Bute Des Blumonts,,
555640660,FR,FR,Les Petits Chatrons,,
555547115,FR,FR,Prairies Humides D'Isson A Saint Remy,,
555546705,FR,FR,Cavite De La Pause,,
555546521,FR,FR,Vordere Rebï¿½Cker,,
555640079,FR,FR,Lande De Champ Chevrel,,
555546613,FR,FR,Combe Michaut,,
555559635,FR,FR,Grotte De La Pierre Plantee,,
555546889,FR,FR,Le Pincheste,,
555547104,FR,FR,Prairies Des Vallees De La Meuse Et De La Chiers (08) - La Plate Pierre Et Patte D'Oie (Mairy),,
555546909,FR,FR,Haut De Merelle,,
555547116,FR,FR,Pelouse Du Cours Robin,,
555639984,FR,FR,Littenbuckel,,
555546867,FR,FR,Hinterrohr,,
555559729,FR,FR,Hochgericht,,
555546548,FR,FR,Wormspel,,
555640438,FR,FR,Marais Sur Les Ormes,,
555640593,FR,FR,Grands Champs,,
555640162,FR,FR,Lande Du Puy Masset,,
555546626,FR,FR,Le Grand Pre,,
555640545,FR,FR,Les Pointieres,,
555640098,FR,FR,Marais De Vanzy,,
555546481,FR,FR,Zinkenthal,,
555640620,FR,FR,Marais Vuillerme,,
555546551,FR,FR,Jungfrau / Graviere Edf,,
555640425,FR,FR,Marais De Manteyer,,
555640370,FR,FR,Plaine De Chenay - Saint-Sauvant,,
555546500,FR,FR,Niederschley,,
555559718,FR,FR,Les Communaux De Marchais,,
555559657,FR,FR,Landes Et Tourbieres Des Sources De Haute Faye,,
555640128,FR,FR,Peyrestortes,,
555640385,FR,FR,Carrieres Souterraines D'Arsonval-Bossancourt,,
555640488,FR,FR,Sources De La Morge,,
555559648,FR,FR,Verger Conservatoire De Tours,,
555546735,FR,FR,Caves De Palluau (Les),,
555640637,FR,FR,Hertenmatten,,
555640627,FR,FR,La Fracette,,
555546862,FR,FR,Scierie,,
555546934,FR,FR,Mont De La Calique,,
555546484,FR,FR,Breilehfeld,,
555546523,FR,FR,Durrenbach,,
555639994,FR,FR,Riedinger,,
555546674,FR,FR,Val D'Allier- Falaise Des Moquets,,
555546474,FR,FR,Pfaffenwinckel,,
555640590,FR,FR,Les Etelles,,
555546640,FR,FR,Perthuis Aux Loups,,
555546818,FR,FR,Prairie Du Kohlhecke,,
555546808,FR,FR,Mont Saint Jean,,
555547057,FR,FR,Vaquiere,,
555559699,FR,FR,Marbach,,
555640597,FR,FR,Corniolo,,
555546464,FR,FR,Langmatt,,
555546492,FR,FR,Rohrbach,,
555546697,FR,FR,Val D'Allier- Communaux De Joze,,
555546598,FR,FR,Tour Au Lievre,,
555546783,FR,FR,Bois De Pente Des Rochers Noirs,,
555640214,FR,FR,Les Roseaux,,
555640500,FR,FR,Zone Humide,,
555546658,FR,FR,Le Marais De Normanville,,
555547080,FR,FR,Corniche De La Culotte,,
555640441,FR,FR,Milieux Alluviaux De La Riviere D'Ain,2006,
555547117,FR,FR,Mares Du Hardillon A Le Chemin,,
555546477,FR,FR,Scheuerberg,,
555640057,FR,FR,Val De Loire - Les Sables,,
555559691,FR,FR,Pelouse Du Bochet De L'Hermite,,
555559649,FR,FR,Source De Lagouzoux,,
555640178,FR,FR,Tourbiere De Provenchere,,
555546631,FR,FR,Pelouses De Nanton,,
555640080,FR,FR,La Lande De La Blanchardiere,,
555640442,FR,FR,Le Sennepey,,
555639958,FR,FR,Goeftberg,,
555640522,FR,FR,L'Archevecal D'En Haut,,
555547138,FR,FR,Bischenberg (Klei),,
555640508,FR,FR,Le Jolicot,,
555559741,FR,FR,"Pelouse De """"La Montagne"""" A Changey",,
555559640,FR,FR,Pelouses De Saint-Usage,,
555639998,FR,FR,Herzygrain,,
555640565,FR,FR,Etang De Romagne,,
555640219,FR,FR,Fort De Thonnelle,,
555640239,FR,FR,Vallees Des Cartes Et De La Vesotiere,,
555546562,FR,FR,Leberwiese,,
555546870,FR,FR,Grotte De L'Eglise,,
555546895,FR,FR,Les Salees Eaux,,
555546864,FR,FR,Pelouses D'Erching,,
555640573,FR,FR,Prairie Humide,,
555546544,FR,FR,Landskronberg,,
555546501,FR,FR,Allmend,,
555546924,FR,FR,Marais De Cousances,,
555640618,FR,FR,Sagne D'Oules,,
555546950,FR,FR,Prairies De Vouharte,,
555640104,FR,FR,Zone Humide De L'Etang,,
555640653,FR,FR,Les Pres Sous La Fontaine,,
555639965,FR,FR,Hintergasserweyer,,
555546636,FR,FR,Les Millieres,,
555559698,FR,FR,Prairie De Breux,,
555546703,FR,FR,Bois De Pegrol,,
555546725,FR,FR,Mare Des Brueres (La),,
555640462,FR,FR,Val D'Allier A Charnat,,
555640564,FR,FR,Morte-Fontaine,,
555546743,FR,FR,Ile De Rozay (L'),,
555640641,FR,FR,Prairie Du Crabe,,
555640513,FR,FR,Etang Des Loups,,
555640444,FR,FR,L'Entrecotes Du Milieu,,
555639970,FR,FR,Kreutzmatten,,
555640074,FR,FR,Gorges De La Sioule-Bout Du Monde,,
555640424,FR,FR,Garidelle,,
555547033,FR,FR,La Friche Calcicole,,
555546690,FR,FR,Bois Du Siniq,,
555640499,FR,FR,Marmonfosse,,
555559707,FR,FR,Glaciere De La Vallee De Vaux,,
555640021,FR,FR,Coteau De Garlin,,
555547000,FR,FR,Le Mont Des Vaux,,
555546533,FR,FR,Im Eiblen,,
555546809,FR,FR,Pfaffenberg,,
555639978,FR,FR,Schweinlochboden,,
555640553,FR,FR,Etang Francogney,,
555639971,FR,FR,Geisenrieth (Belle Source),,
555640467,FR,FR,Zones Humides De La Plaine Alluviale De L'Ardeche,2015,
555546564,FR,FR,Jungfrau / Rheinzinck,,
555546575,FR,FR,Reitelberg,,
